0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	0.5700000000	
1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	1.1100000000	
1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	1.6200000000	
2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	2.1000000000	
2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	2.5500000000	
2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	2.9700000000	
3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	3.3600000000	
3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	3.7200000000	
4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	4.0500000000	
